UniqueId,Id,Name,Description,Expertise,Academy,Genre,Skill,PackageIds,TopicsCovered,Duration,ContentCount,Internal,Vendor,Price,ELearning,ELearningDescription,ProjectWork,ProjectWorkDescription,OnlineQuiz,OnlineQuizDescription,ManagerApproval,Type,Classroom,ClassroomDescription,Assignment,AssignmentDescription,Assessment,AssessmentDescription,IsPreRequisiteMandatory,IsCloudLabAvailable,IsCertificateAvailable,Quiz,Proficiency,DegreedCourseLink,shoshin link
CI_129,23386,ServiceNow-Workplace - Playbooks and Process Automation Designer - L2,"Note: Participants need to follow below given registration process to start accessing ServiceNow partner portal also they can reach out to ?Sher.Singh@ltimindtree.com / Qutbuddin.Dairkee@ltimindtree.com? to get them added to the Partner Portal. Once added, mentioned learning path and certification are free of cost.

**Partner Portal Registration Process:
1. How to Register on Partner Portal:-
https://partnerportal.service-now.com
Click on ?Already a ServiceNow Partner?-->? Option.  Register using your LTIM credentials.
Email should be- ?Firstname.Lastname@ltimindtree.com?

2. Select Account:- ?ACCT0010858 ? LTIM?
Select the India (Mumbai) based account [Company Name- LTIMINDTREE LIMITED, Country- India, Address- Select Mumbai Location (Pin- 400072)]. Post this, your request goes to admin for approval and then admin will approve.

3. How to see the Certification Path and register for certification path.
https://nowlearning.service-now.com/lxp
**How to Link Your Now Learning Account**
Email training@servicenow.com with the subject line of ?Link to Company Account ? ServiceNow ACCT0010858? to be linked to your company. Be sure to include the Name of company (LTIMindtree Ltd) and the account number (ACCT0010858) in either the subject or body of your email.
If you have an account from a previous company, please proceed with a new account using your new company email. After your new account is activated, you can request an account merge by emailing training@servicenow.com and including both email addresses.

**How to Migrate your account**
If your account is not migrated from lntinfotech.com or mindtree.com to ltimindtree.com, then pls drop an email to - Partnernow@servicenow.com. It will be resolved in one week?s time
For any other issue, please raise a ticket or drop an email with detailed explanation and screenshot to Partnernow@servicenow.com",101,C&I,Service Now,ServiceNow-Workplace,,"Course Content:
*Explore Playbooks and Process Automation Designer interfaces.
*Add a Playbook button to Agent Workspace.
*Create a process definition using Process Automation Designer.",01.00.00,1,TRUE,Servicenow,,FALSE,,FALSE,,FALSE,,FALSE,External,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,L2,https://degreed.com/courses/?d=49EZDWXY29,https://shoshin.ltimindtree.com/detailsPage/Course/101/23386
DI_2763,10144,infinity devops,"This training is an introductory course to Infinity DevOps. In this course, you will be able to have a high level understanding of Infinity DevOps offerings and how this platform enables effective cloud migration and modernization along with value stream visibility across application lifecycle management. This Infinity DevOps learning path has been developed to provide you with a common understanding of how it is crucial to combine cloud native offerings with agile and DevOps principles to get maximum value out of cloud. Since incorporating the right DevOps tools, processes and competencies helps in shifting the focus towards establishing mature cloud practices for fuller digital transformation experiences, The Infinity DevOps training material covers the following -  - The core DevOps concepts - Key features and differentiators of the platform - Key business outcomes - How it is a value add to businesses - And the essential vocabulary and best practices that fortify DevOps principles. Towards the end we shall also have an assessment questionnaire that will let you evaluate your know-how on the Infinity DevOps platform offerings.",101,Digital,Cloud,General,,"This training is an introductory course to Infinity DevOps. In this course, you will be able to have a high level understanding of Infinity DevOps offerings and how this platform enables effective cloud migration and modernization along with value stream visibility across application lifecycle management. This Infinity DevOps learning path has been developed to provide you with a common understanding of how it is crucial to combine cloud native offerings with agile and DevOps principles to get maximum value out of cloud. Since incorporating the right DevOps tools, processes and competencies helps in shifting the focus towards establishing mature cloud practices for fuller digital transformation experiences, The Infinity DevOps training material covers the following -  - The core DevOps concepts - Key features and differentiators of the platform - Key business outcomes - How it is a value add to businesses - And the essential vocabulary and best practices that fortify DevOps principles. Towards the end we shall also have an assessment questionnaire that will let you evaluate your know-how on the Infinity DevOps platform offerings.",01.00.00,1,TRUE,YouTube,,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,L1,https://degreed.com/courses/?d=3PM1NK15Q9,https://shoshin.ltimindtree.com/detailsPage/Course/101/10144
DI_2797,10219,LTIM-INFINITY,"
This training is an introductory course to LTIM Infinity. In this course, you will be able to have a high level understanding of why a comprehensive and well-established cloud lifecycle management platform is required to cater to the needs of the ever-growing digital transformations. The course will dive deeper into the key modules and essential features of LTIM Infinity to get insights on key attributes like governance, security & compliance, speed to migrate, transparency and customer centricity to modernize businesses. The learning path includes a course made up of a lecture video followed by an assessment questionnaire. This assignment will help you to focus on key concepts and challenges in cloud transformations, primary features, capabilities and solutions of the platform along with the key differentiators that enable effective business transformations. Upon completion of this learning path, you will gain a better understanding of how a platform based cloud transformation approach can accelerate purposeful cloud transformations while providing holistic insights into the various phases of the cloud lifecycle management.

NOTE: Please take up the quiz only after you complete the hands-on lab.",101,Digital,Cloud,General,,"This training is an introductory course to LTIM Infinity. In this course, you will be able to have a high level understanding of why a comprehensive and well-established cloud lifecycle management platform is required to cater to the needs of the ever-growing digital transformations. The course will dive deeper into the key modules and essential features of LTIM Infinity to get insights on key attributes like governance, security & compliance, speed to migrate, transparency and customer centricity to modernize businesses. The learning path includes a course made up of a lecture video followed by an assessment questionnaire. This assignment will help you to focus on key concepts and challenges in cloud transformations, primary features, capabilities and solutions of the platform along with the key differentiators that enable effective business transformations. Upon completion of this learning path, you will gain a better understanding of how a platform based cloud transformation approach can accelerate purposeful cloud transformations while providing holistic insights into the various phases of the cloud lifecycle management.",01.00.00,1,TRUE,YouTube,,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,https://degreed.com/courses/?d=K9WMDOZGG8,https://shoshin.ltimindtree.com/detailsPage/Course/101/10219
DI_2798,10220,INFINITY-WATCH,"
This training is an introductory course to Infinity Watch where you will be able to understand better how observability is the key to gaining end-to-end insights across the entire cloud lifecycle set up. In this learning objective, we will explore the concepts of observability in more detail, and discuss the steps involved in implementing observability in a real-world system. We will begin by looking at the different components and systems that need to be monitored, and how to identify the most important ones. We will then move on to familiarize ourselves with why observability is important and how you can derive business driven outcomes from it.  This short course will take you through Infinity Watch?s capabilities and key features. We have also ensured to cover upon the various offerings that one could leverage through Infinity Watch and how that would in turn efficiently impact your overall business in the long run. By the end of this learning objective, you will find an assessment questionnaire to solidify your learnings that will help you effectively implement observability to a level 1 standard.

NOTE: Please take up the quiz only after you complete the hands-on lab.",101,Digital,Cloud,General,,"This training is an introductory course to Infinity Watch where you will be able to understand better how observability is the key to gaining end-to-end insights across the entire cloud lifecycle set up. In this learning objective, we will explore the concepts of observability in more detail, and discuss the steps involved in implementing observability in a real-world system. We will begin by looking at the different components and systems that need to be monitored, and how to identify the most important ones. We will then move on to familiarize ourselves with why observability is important and how you can derive business driven outcomes from it.  This short course will take you through Infinity Watch?s capabilities and key features. We have also ensured to cover upon the various offerings that one could leverage through Infinity Watch and how that would in turn efficiently impact your overall business in the long run. By the end of this learning objective, you will find an assessment questionnaire to solidify your learnings that will help you effectively implement observability to a level 1 standard.",01.00.00,1,TRUE,YouTube,,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,TRUE,,FALSE,,https://degreed.com/courses/?d=W9DG3OWL29,https://shoshin.ltimindtree.com/detailsPage/Course/101/10220
DI_2836,10313,SQL Bridge Course-Aggregate Functions- Quiz,Course Highlights: This is a quiz only course for module 'Aggregate Functions' from SQL Bridge Course. Participants are expected to first complete the hands-on assignments provided for this module in the course and attempt the quiz.   Note: For data set please refer the assignments provided in the 'SQL Bridge Course'  Clearing criteria: Participants should complete the quiz with 70% or more score,101,Digital,Data Management,SQL,,"1. Simple Aggregate functions 2. Group by functions 3. Filter with Aggregation 4. Group by, having",01.00.00,0,FALSE,Internal,,FALSE,,FALSE,,FALSE,,FALSE,Internal,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=W9DGXO6XV9,https://shoshin.ltimindtree.com/detailsPage/Course/101/10313
DI_2842,10328,SQL Bridge Course - Logical and Relational Operators - quiz,Course Highlights: This is a quiz only course for module 'Logical and Relational Operators' from SQL Bridge Course. Participants are expected to first complete the hands-on assignments provided for this module in the course and attempt the quiz.   Note: For data set please refer the assignments provided in the 'SQL Bridge Course'  Clearing criteria: Participants should complete the quiz with 70% or more score,101,Digital,Data Management,SQL,,1. Logical Operators 2. Relation Operators 3. Between clause 4. Order by 5. Limit and Offset 6. Arithmetic expression,01.00.00,0,FALSE,Internal,,FALSE,,FALSE,,FALSE,,FALSE,Internal,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=08QM14Z1EP,https://shoshin.ltimindtree.com/detailsPage/Course/101/10328
DI_2843,10329,SQL bridge Course - Sub Query - Quiz,  Course Highlights: This is a quiz only course for module 'Sub Query' from SQL Bridge Course. Participants are expected to first complete the hands-on assignments provided for this module in the course and attempt the quiz.   Note: For data set please refer the assignments provided in the 'SQL Bridge Course'  Clearing criteria: Participants should complete the quiz with 70% or more score,101,Digital,Data Management,SQL,,1. Introduction to Subqueries 2. Types of sub queries 3. Single row subquery 4. Multiple row subquery 5. Nested Subquery 6. Correlated sub query 7. Sub query with In and Not IN 8. Subqueries with Exists and not exists 9. Sub queries with aggregate function 10. Subqueries with Joins,01.00.00,0,FALSE,Internal,,FALSE,,FALSE,,FALSE,,FALSE,Internal,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=K9O1D0YD19,https://shoshin.ltimindtree.com/detailsPage/Course/101/10329
DI_2844,10330,SQL bridge course - Views - Quiz, Course Highlights: This is a quiz only course for module 'Views' from SQL Bridge Course. Participants are expected to first complete the hands-on assignments provided for this module in the course and attempt the quiz.   Note: For data set please refer the assignments provided in the 'SQL Bridge Course' Clearing criteria: Participants should complete the quiz with 70% or more score,101,Digital,Data Management,SQL,,1. What is a view? 2. Types of Views 3. Creation of Views 4. Drop View,01.00.00,0,FALSE,Internal,,FALSE,,FALSE,,FALSE,,FALSE,Internal,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=K9WM6OL618,https://shoshin.ltimindtree.com/detailsPage/Course/101/10330
DI_2882,10510,WordPress 101: A Complete Beginners Guide to WordPress,"Learning how to build websites and blogs with WordPress  Course url : https://www.udemy.com/course/wordpress-101-course-beginners/  Enroll for free and Complete the course Enroll for free and Complete the course Enroll for free and Complete the course   
NOTE :Most of the Udemy courses are now B2B(Business account) enabled and are free , hence dont purchase the course directly, please reach out to your respective LBP aout the course processing in B2B mode",101,Digital,Web Technologies,Web Technologies,,"Become Confident using WordPress.
Build Professional WordPress Websites & Blogs.
Learn WordPress Basics.",01.00.00,0,FALSE,Udemy,,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=K9O125DJD9,https://shoshin.ltimindtree.com/detailsPage/Course/101/10510
DI_2883,10511,Create Power BI model relationships,"Power BI model relationships form the basis of a tabular model. Define Power BI model relationships, set up relationships, recognize DAX relationship functions, and describe relationship evaluation.

Learning objectives
By the end of this module, you?ll be able to:

Understand how model relationship work.
Set up relationships.
Use DAX relationship functions.
Understand relationship evaluation.


How to take the course:
Course Url : https://learn.microsoft.com/en-us/training/modules/create-power-bi-model-relationships/?WT.mc_id=api_CatalogApi",101,Digital,Data Management,DataOps,,"Design and build tabular models
Introduction
Understand model relationships
Set up relationships
Use DAX relationship functions
Understand relationship evaluation
Exercise: Work with model relationships
Knowledge check
Summary",01.00.00,0,FALSE,Microsoft Learn,,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=K9WM0W64G8,https://shoshin.ltimindtree.com/detailsPage/Course/101/10511
DI_2913,10551,Matillion Universal Connectivity,"Learn How to ""Create Your Own Connector"" for any data source you need

How to take the course:
https://academy.matillion.com/certifications/e7cb7656-30e8-11ec-b36b-027c588d9553

Register with your ltimindtree domain username and password.

Course completion crtieria:
Matillion course completion certificate/screenshot",101,Digital,Data Management,Matillion,,"""Overview, Attendee Profile and Technology 
Overview
Attendee Profile
Supported Cloud Data Warehouse Technologies
Training Content and Structure 
Training Structure
How to complete the training
Time to complete
Certificate of Completion 
Badge Award""",01.00.00,0,FALSE,Matillion Academy,,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=M9045XELDP,https://shoshin.ltimindtree.com/detailsPage/Course/101/10551
DI_2915,10553,The Elastic data model-Inriver,"We designed the skill pill for you who  is eager to learn more about the most central part of inriver, the elastic data model.  These lessons are intended to serve as an introduction to inriver's elastic data model, providing a holistic overview of capabilities with limited technical details.

How to take the course:
https://learning.inriver.academy/catalog/info/id:263

Register with your ltimindtree domain username and password

Course Completion criteria:
Course completion certificate/ screenshot upload",101,Digital,Data Engineering,Inriver,,"hello and welcome
inriver's elastic data model
product item resource
entities, attributes and relations
define Attributes- field types
CVLs - a way to control data quality",01.00.00,0,FALSE,Inriver Academy,,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=59YL0Q6O58,https://shoshin.ltimindtree.com/detailsPage/Course/101/10553
DI_2916,10555,inriver functionalities overview,"This skill pill provides an introduction to the core functionalities of inriver and is suitable for all inriver users, such as product owners, inriver implementation project managers, business users or product managers.  Without going to much into details, you will get an overview over the most fundamental parts of inriver.


How to take the course:
https://learning.inriver.academy/catalog/info/id:262

Register with your ltimindtree domain username and password

Course Completion criteria:
Course completion certificate/screenshot  upload",101,Digital,Data Engineering,Inriver,,"""Hi and welcome
the dashboard
inriver Enrich
inriver Plan & Release
Supplier Onboarding & inriver Contribute
inriver Syndicate
inriver Content store
inriver Evaluate
inriver Print
inriver Control Center""",01.00.00,0,FALSE,Inriver Academy,,FALSE,,FALSE,,FALSE,,FALSE,Self-Paced,FALSE,,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,https://degreed.com/courses/?d=7PVZ0O6E38,https://shoshin.ltimindtree.com/detailsPage/Course/101/10555
